Generated by ZY code

200 atoms
2 atom types
221 bonds
2 bond types
0 angles
0 angle types
0 dihedrals
0 dihedral types
0 impropers
0 improper types

89.7780000000000058 110.3160254401202423 xlo xhi
97.0968000000000018 103.0401804300015272 ylo yhi
97.0092000000000070 102.9525804300015324 zlo zhi

Masses

1 1.000
2 1.500

Pair Coeffs

1 1.000000 1.000000
2 1.000000 1.000000

Bond Coeffs

1 100.000000 1.200000
2 100.000000 1.200000

Atoms # full

1 1 1 0.000000 100.540000 97.160600 102.860000 -1 0 0
2 1 1 0.000000 101.210000 98.154600 102.447000 -1 1 0
3 2 1 0.000000 98.765500 101.878000 99.687200 -2 0 1
4 2 1 0.000000 98.960700 102.955000 100.197000 -1 0 1
5 3 1 0.000000 92.953600 101.457000 100.152000 0 -2 0
6 3 1 0.000000 91.751400 101.043000 100.353000 -3 1 0
7 4 1 0.000000 101.891000 100.519000 101.856000 -2 -2 1
8 4 1 0.000000 100.718000 100.288000 102.013000 -2 -2 0
9 5 1 0.000000 97.169000 102.782000 100.290000 -1 -2 3
10 5 1 0.000000 96.276800 97.665300 100.138000 -1 -2 3
11 6 1 0.000000 101.847000 99.462600 99.668700 -1 1 -1
12 6 1 0.000000 103.044000 99.371200 99.658800 -1 1 -1
13 7 1 0.000000 105.359000 100.778000 101.937000 -1 -1 0
14 7 1 0.000000 106.759000 100.610000 101.756000 -1 -1 0
15 8 1 0.000000 104.672000 99.923900 101.846000 -2 0 -1
16 8 1 0.000000 105.832000 99.834500 102.177000 -2 0 0
17 9 1 0.000000 108.792000 100.791000 98.417400 -1 0 -1
18 9 1 0.000000 109.805000 100.263000 98.778700 0 -1 -1
19 10 1 0.000000 95.079800 101.434000 100.987000 1 0 0
20 10 1 0.000000 96.225200 101.351000 100.668000 1 0 0
21 11 1 0.000000 97.942200 102.273000 98.524500 -1 1 -1
22 11 1 0.000000 98.874100 102.105000 97.758900 -1 0 0
23 12 1 0.000000 102.304000 99.265900 100.679000 -1 0 0
24 12 1 0.000000 101.488000 100.158000 100.600000 -1 0 0
25 13 1 0.000000 101.143000 100.117000 97.681400 0 -1 -1
26 13 1 0.000000 100.404000 99.271500 98.158900 0 -1 -1
27 14 1 0.000000 106.425000 99.231700 97.392200 -2 -1 0
28 14 1 0.000000 107.607000 99.183900 97.579500 -2 -1 0
29 15 1 0.000000 101.954000 100.511000 98.337500 0 0 1
30 15 1 0.000000 103.178000 100.860000 98.468800 0 0 1
31 16 1 0.000000 91.378500 100.244000 99.629300 -2 1 -2
32 16 1 0.000000 92.591100 99.963200 99.898500 -2 1 -2
33 17 1 0.000000 106.359000 100.532000 98.229900 0 1 -1
34 17 1 0.000000 105.096000 100.528000 97.891500 0 1 -1
35 18 1 0.000000 90.412900 100.463000 101.421000 1 -1 0
36 18 1 0.000000 109.542000 100.494000 101.473000 2 -1 0
37 19 1 0.000000 102.590000 100.198000 99.086400 -2 1 2
38 19 1 0.000000 102.774000 100.132000 97.845400 -2 1 2
39 20 1 0.000000 101.227000 99.072400 100.471000 1 0 0
40 20 1 0.000000 101.633000 99.525100 101.501000 1 0 0
