ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7034329781922040e+01 1.0296567021807796e+02
9.7034329781922040e+01 1.0296567021807796e+02
9.7034329781922040e+01 1.0296567021807796e+02
ITEM: ATOMS id mol type x y z
1 1 1 102.857 98.4093 101.118
2 1 1 102.644 99.5392 101.466
3 2 1 99.5892 98.379 101.907
4 2 1 100.418 98.4862 101.015
5 3 1 100.794 100.313 98.428
6 3 1 100.23 99.2716 98.2516
7 4 1 98.3527 101.109 101.544
8 4 1 97.5088 100.268 101.453
9 5 1 100.88 98.9691 101.913
10 5 1 100.568 100.025 101.305
11 6 1 100.369 98.0817 98.1054
12 6 1 100.091 98.5933 99.1077
13 7 1 99.4287 97.6309 97.5564
14 7 1 99.4928 102.498 97.8415
15 8 1 101.972 101.19 100.775
16 8 1 101.084 101.822 100.304
17 9 1 102.141 101.151 102.661
18 9 1 101.616 101.645 97.6724
19 10 1 102.061 100.627 99.7432
20 10 1 102.85 101.406 100.113
21 11 1 102.681 102.337 99.4953
22 11 1 102.919 102.756 98.4635
23 12 1 98.2012 99.3111 102.457
24 12 1 98.2579 98.1345 102.1
25 13 1 97.4088 101.046 102.106
26 13 1 97.6671 102.16 101.837
27 14 1 99.2529 102.454 100.629
28 14 1 98.8499 101.451 100.132
29 15 1 97.766 102.433 99.071
30 15 1 102.957 101.455 98.9749
31 16 1 101.07 97.1141 102.569
32 16 1 100.319 97.6457 101.767
33 17 1 97.3629 97.583 102.623
34 17 1 98.4118 97.522 97.2119
35 18 1 102.267 98.0618 98.9535
36 18 1 101.815 98.4713 97.9362
37 19 1 97.8111 102.572 97.1423
38 19 1 97.0672 101.744 102.773
39 20 1 101.278 97.6526 98.5142
40 20 1 100.484 97.1071 97.8173
41 21 1 98.5857 98.9645 97.6934
42 21 1 98.6246 97.8577 98.2022
43 22 1 98.1511 102.843 98.1151
44 22 1 98.4029 97.3988 99.2211
45 23 1 97.3647 97.5933 100.593
46 23 1 97.9409 98.2436 99.7807
47 24 1 102.343 97.8532 102.004
