ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7037428196778706e+01 1.0296257180322129e+02
9.7037428196778706e+01 1.0296257180322129e+02
9.7037428196778706e+01 1.0296257180322129e+02
ITEM: ATOMS id mol type x y z
1 1 1 100.949 99.1115 97.3824
2 1 1 101.32 100.022 102.594
3 2 1 98.2355 99.5423 99.8594
4 2 1 99.0892 100.029 99.222
5 3 1 98.8027 100.688 98.4784
6 3 1 97.9987 99.9253 98.9107
7 4 1 102.792 101.091 100.512
8 4 1 97.9874 101.146 100.888
9 5 1 99.3127 99.4414 100.053
10 5 1 98.5414 98.8612 100.651
11 6 1 97.3981 101.882 99.0493
12 6 1 97.6903 100.856 98.4614
13 7 1 97.4344 98.1824 98.409
14 7 1 102.553 98.4038 97.6708
15 8 1 100.339 99.2423 98.2621
16 8 1 100.537 100.05 97.4669
17 9 1 101.976 97.7917 99.5303
18 9 1 102.07 102.659 99.2416
19 10 1 102.544 98.7218 98.8094
20 10 1 101.885 99.7417 98.8596
21 11 1 101.223 99.0533 101.048
22 11 1 102.365 98.9922 100.9
23 12 1 99.1833 99.6687 101.081
24 12 1 99.86 100.615 100.643
25 13 1 101.294 97.791 98.6791
26 13 1 101.415 98.9452 98.3207
27 14 1 100.209 100.061 99.7967
28 14 1 99.736 99.1797 99.1433
29 15 1 99.9821 100.37 98.7816
30 15 1 100.924 101.099 98.8939
31 16 1 99.6253 97.8896 97.2949
32 16 1 99.5128 98.5301 98.3167
33 17 1 101.945 100.732 102.102
34 17 1 100.761 100.807 102.013
35 18 1 100.78 101.936 98.1458
36 18 1 101.576 101.018 98.1003
37 19 1 100.324 98.8564 101.567
38 19 1 100.332 99.5815 102.493
39 20 1 102.513 98.6526 99.9109
40 20 1 101.575 99.3468 100.098
41 21 1 97.6855 99.2192 98.096
42 21 1 98.7056 99.1901 98.6852
43 22 1 99.9325 102.524 98.5001
44 22 1 99.2786 102.129 99.3903
45 23 1 97.6499 101.587 99.9963
46 23 1 98.1507 102.248 100.825
47 24 1 101.98 100.885 99.157
48 24 1 102.64 101.504 98.423
49 25 1 102.408 99.8936 102.69
50 25 1 97.3864 100.086 97.499
51 26 1 99.878 98.9405 97.3043
52 26 1 99.8578 98.2173 102.264
53 27 1 98.7443 98.9594 97.6456
54 27 1 98.4906 98.1508 98.5182
55 28 1 102.463 97.4705 101.975
56 28 1 102.065 102.464 102.647
57 29 1 101.547 98.141 97.6665
58 29 1 101.471 102.883 97.9955
59 30 1 97.7217 98.5519 102.235
60 30 1 98.8116 98.4585 102.625
61 31 1 98.6872 101.564 100.128
62 31 1 99.0421 102.683 100.247
63 32 1 101.412 97.056 100.062
64 32 1 100.946 102.674 98.9445
65 33 1 98.4156 99.2386 101.752
66 33 1 97.2732 99.543 102.042
67 34 1 102.126 101.523 101.304
68 34 1 102.96 102.135 100.718
69 35 1 98.0414 97.5836 102.453
70 35 1 98.4559 102.444 102.059
71 36 1 99.0955 97.4478 102.369
72 36 1 99.979 97.4108 101.567
73 37 1 98.3169 100.844 99.3996
74 37 1 97.6028 100.4 100.163
75 38 1 101.832 98.0726 102.561
76 38 1 100.84 97.8955 101.891
77 39 1 99.7714 102.474 101.013
78 39 1 100.837 97.1082 100.961
79 40 1 97.1989 100.577 102.449
80 40 1 102.261 100.83 97.2708
81 41 1 99.6786 98.7124 100.686
82 41 1 99.6598 97.4966 100.564
83 42 1 101.912 102.208 100.551
84 42 1 101.751 101.036 100.228
85 43 1 101.14 98.8992 102.251
86 43 1 101.803 98.2141 101.478
87 44 1 99.5196 102.348 102.085
88 44 1 100.102 101.479 101.421
89 45 1 97.4786 97.3126 97.6724
90 45 1 97.3356 102.736 102.449
91 46 1 100.613 98.8834 100.047
92 46 1 100.866 99.4689 99.1644
93 47 1 98.9935 101.768 102.869
94 47 1 98.3672 101.358 101.889
95 48 1 99.3483 101.168 102.115
96 48 1 100.342 101.646 102.481
97 49 1 97.1243 99.0903 102.939
