ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7026529546522482e+01 1.0297347045347752e+02
9.7026529546522482e+01 1.0297347045347752e+02
9.7026529546522482e+01 1.0297347045347752e+02
ITEM: ATOMS id mol type x y z
1 1 1 99.7591 100.34 97.8808
2 1 1 98.6193 100.579 98.1097
3 2 1 99.6103 97.098 102.347
4 2 1 100.312 97.2905 101.484
5 3 1 102.558 97.646 98.8183
6 3 1 97.3061 98.3821 99.3164
7 4 1 102.007 97.7474 97.8872
8 4 1 101.494 98.8005 97.5607
9 5 1 102.363 99.2761 97.8835
10 5 1 102.612 99.23 98.9997
11 6 1 97.2266 100.611 99.1471
12 6 1 97.5074 99.497 99.5468
13 7 1 98.2043 100.126 98.9729
14 7 1 99.0138 100.22 99.9535
15 8 1 102.184 102.9 101.594
16 8 1 101.929 102.463 100.519
17 9 1 99.9624 102.246 101.227
18 9 1 99.0571 97.1439 101.401
19 10 1 101.249 97.1651 102.165
20 10 1 100.345 97.9091 102.279
21 11 1 98.6622 98.8257 101.625
22 11 1 99.3988 99.5469 100.898
23 12 1 102.603 101.264 98.1332
24 12 1 97.4649 101.568 97.3341
25 13 1 99.17 99.7195 102.002
26 13 1 98.2143 99.3171 102.61
27 14 1 102.204 99.4582 102.748
28 14 1 101.134 98.9015 102.436
29 15 1 98.5442 97.9368 100.54
30 15 1 98.5192 98.3333 99.3558
31 16 1 99.6585 97.1984 97.9847
32 16 1 100.453 97.1673 97.0833
33 17 1 98.7403 101.331 102.643
34 17 1 98.3468 101.93 97.6673
35 18 1 101.6 99.9717 97.517
36 18 1 100.765 100.302 98.2942
37 19 1 99.5093 99.3595 97.6638
38 19 1 100.086 99.6097 102.581
39 20 1 97.7449 102.389 99.7889
40 20 1 97.0981 101.728 98.9948
41 21 1 100.97 99.6556 100.288
42 21 1 100.645 99.5041 101.422
43 22 1 98.0028 100.267 100.007
44 22 1 97.8033 101.342 99.6816
45 23 1 99.6401 101.392 101.937
46 23 1 100.144 100.369 101.791
47 24 1 98.0681 100.531 101.072
48 24 1 99.2081 100.509 101.305
49 25 1 101.756 99.0951 99.5677
50 25 1 102.476 100.006 99.6982
51 26 1 98.3338 99.5772 97.8723
52 26 1 97.7737 100.548 97.391
53 27 1 102.667 102.011 102.128
54 27 1 97.5871 101.52 101.54
55 28 1 100.758 98.3686 101.393
56 28 1 99.8066 98.9361 101.727
57 29 1 99.0551 97.8257 98.5819
58 29 1 98.7524 98.5933 97.7096
59 30 1 101.986 100.295 101.496
60 30 1 102.482 101.36 101.356
61 31 1 99.9766 100.986 98.6536
62 31 1 101.039 101.118 99.1841
63 32 1 97.3417 101.06 102.402
64 32 1 102.265 100.497 102.467
65 33 1 98.7076 101.935 99.7189
66 33 1 98.9975 102.134 100.898
67 34 1 102.913 98.5219 98.3024
68 34 1 97.9637 97.8753 98.5177
69 35 1 99.3463 97.7266 99.6404
70 35 1 100.186 97.7504 98.7714
71 36 1 97.8629 99.5895 101.645
72 36 1 97.1232 100.492 101.552
73 37 1 97.3461 99.9477 98.3508
74 37 1 97.9381 98.9805 98.6908
75 38 1 98.664 101.023 99.1971
76 38 1 99.3204 100.136 98.9325
77 39 1 102.615 98.3511 97.2617
78 39 1 101.453 97.9897 102.841
79 40 1 101.463 102.946 97.3844
80 40 1 102.21 102.721 98.2845
81 41 1 99.7945 99.5636 99.7816
82 41 1 99.1862 98.6645 100.188
83 42 1 100.368 101.205 97.6481
84 42 1 101.453 101.021 97.1826
85 43 1 101.96 99.6794 100.619
86 43 1 102.679 99.5058 101.617
87 44 1 101.642 99.1932 101.554
88 44 1 101.72 98.0226 101.643
89 45 1 97.2039 99.9493 100.654
90 45 1 97.3237 101.148 100.612
91 46 1 97.2763 102.209 98.1224
92 46 1 97.8347 102.711 97.2126
93 47 1 98.1686 102.485 101.558
94 47 1 98.6369 101.368 101.449
95 48 1 99.6976 102.14 100.076
96 48 1 98.6551 102.865 100.241
97 49 1 100.634 101.198 102.486
98 49 1 100.543 101.315 101.364
99 50 1 101.235 97.3046 101.074
100 50 1 101.407 97.3324 99.9161
101 51 1 102.335 100.711 100.507
102 51 1 101.277 100.641 100.124
103 52 1 97.8869 98.7065 100.126
104 52 1 97.6202 98.7118 101.242
105 53 1 100.817 102.443 100.445
106 53 1 101.087 102.498 99.2159
107 54 1 101.621 100.898 98.2894
108 54 1 101.821 101.926 97.6849
109 55 1 97.7406 98.4037 97.607
110 55 1 97.4704 97.6861 102.684
111 56 1 102.404 98.6439 101.072
112 56 1 102.136 97.5864 100.724
113 57 1 100.104 100.233 100.591
114 57 1 99.6348 101.317 100.782
115 58 1 97.3574 98.7795 102.315
116 58 1 97.2436 99.96 102.471
117 59 1 101.495 101.785 99.8211
118 59 1 102.238 101.008 99.3926
119 60 1 101.405 99.4391 98.4501
120 60 1 100.679 98.6137 98.5292
121 61 1 99.7216 98.6141 99.2098
122 61 1 100.724 99.216 99.3779
123 62 1 97.3577 102.901 98.9693
124 62 1 102.161 102.735 99.3405
125 63 1 102.36 97.3871 102.605
126 63 1 101.76 102.225 102.584
127 64 1 99.5331 98.1502 101.054
128 64 1 100.538 97.8323 100.493
129 65 1 99.2106 98.9647 102.695
130 65 1 99.1485 97.9852 102.031
131 66 1 99.0659 102.626 97.2022
132 66 1 98.6268 102.742 98.2621
133 67 1 97.9808 101.94 100.653
134 67 1 98.6622 101.109 100.411
135 68 1 99.0375 102.21 102.066
136 68 1 99.7636 101.821 102.918
137 69 1 101.048 100.424 101.094
138 69 1 101.57 101.461 100.832
139 70 1 100.237 101.898 99.1867
140 70 1 99.9779 102.114 98.0185
141 71 1 98.4458 97.5612 97.5545
142 71 1 98.4819 97.1598 102.378
143 72 1 101.035 98.2011 99.4894
144 72 1 102.208 98.0745 99.765
145 73 1 100.805 97.8704 97.7901
146 73 1 100.147 98.5909 97.0825
147 74 1 100.551 99.2845 97.716
148 74 1 100.635 100.344 97.1841
149 75 1 99.2407 101.783 98.7495
150 75 1 98.0995 102.044 98.8658
151 76 1 102.823 102.935 100.098
152 76 1 97.1648 98.0118 100.561
153 77 1 102.463 101.377 102.971
154 77 1 101.685 101.328 102.029
155 78 1 100.641 102.891 98.3389
156 78 1 100.956 101.73 98.2969
157 79 1 97.2941 102.885 101.959
158 79 1 97.7116 97.1618 100.839
159 80 1 100.092 99.5309 98.6226
160 80 1 98.979 99.0778 98.6065
161 81 2 102.291 98.577 102.244
162 82 2 100.444 102.234 102.188
163 83 2 100.38 100.328 99.4382
164 84 2 99.5898 97.2419 100.55
165 85 2 102.266 100.149 98.531
166 86 2 98.0753 97.7948 101.675
167 87 2 98.3068 100.455 102.118
168 88 2 102.915 97.9045 101.64
169 89 2 99.214 101.378 97.7745
170 90 2 97.7865 101.101 98.3906
171 91 2 101.491 100.144 99.2647
172 92 2 99.6498 100.691 102.832
173 93 2 100.256 98.8634 100.56
174 94 2 101.296 102.185 101.521
175 95 2 102.617 102.5 97.286
176 96 2 98.3929 99.4612 100.605
177 97 2 101.503 98.5236 100.509
178 98 2 99.5825 102.766 98.9734
179 99 2 101.425 97.5523 98.7359
180 100 2 97.2201 97.4609 97.8181
181 101 2 102.636 100.333 97.5422
182 102 2 101.882 101.809 98.8245
183 103 2 97.7416 97.5678 99.8018
184 104 2 99.4039 97.8686 97.1085
185 105 2 102.832 102.258 101.008
186 106 2 102.66 101.771 100.025
187 107 2 98.6456 99.3644 99.5577
188 108 2 99.6312 101.153 99.6925
189 109 2 101.882 98.4926 98.662
190 110 2 101.152 100.08 102.233
191 111 2 97.9379 101.987 102.428
192 112 2 98.8235 100.074 102.968
193 113 2 100.532 101.376 100.208
194 114 2 100.296 97.0617 99.7178
195 115 2 97.2778 99.3559 97.3418
196 116 2 98.5162 97.1056 99.2518
197 117 2 99.7795 98.3636 98.0189
198 118 2 102.672 99.0208 100.147
199 119 2 100.865 102.081 97.2658
200 120 2 98.3545 98.2825 102.696
ITEM: TIMESTEP
1000
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.6996645671645197e+01 1.0300335432835480e+02
9.7026529546522482e+01 1.0297347045347752e+02
9.7026529546522482e+01 1.0297347045347752e+02
ITEM: ATOMS id mol type x y z
1 1 1 99.758 100.323 97.8349
2 1 1 98.6602 100.616 98.1247
3 2 1 99.636 97.1009 102.317
4 2 1 100.309 97.399 101.459
5 3 1 102.477 97.6391 98.78
6 3 1 97.2594 98.3456 99.3058
7 4 1 101.924 97.7053 97.8794
8 4 1 101.395 98.7611 97.5536
9 5 1 102.278 99.3237 97.8709
10 5 1 102.583 99.2206 98.9887
11 6 1 97.2233 100.587 99.1674
12 6 1 97.415 99.4752 99.4873
13 7 1 98.1911 100.073 98.9349
14 7 1 98.915 100.244 99.9932
15 8 1 102.243 102.877 101.575
16 8 1 101.968 102.49 100.503
17 9 1 100.002 102.306 101.173
18 9 1 99.0616 97.1564 101.402
19 10 1 101.298 97.136 102.172
20 10 1 100.441 97.8728 102.42
21 11 1 98.6338 98.7072 101.377
22 11 1 99.4001 99.5249 100.908
23 12 1 102.635 101.247 98.1844
24 12 1 97.386 101.753 97.3876
25 13 1 98.9774 99.5876 101.889
26 13 1 98.1951 99.2768 102.728
27 14 1 102.133 99.4968 102.797
28 14 1 101.096 98.9416 102.46
