ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7035420558343816e+01 1.0296457944165618e+02
9.7035420558343816e+01 1.0296457944165618e+02
9.7035420558343816e+01 1.0296457944165618e+02
ITEM: ATOMS id mol type x y z
1 1 1 100.255 100.287 97.2529
2 1 1 99.8614 101.288 102.671
3 2 1 101.775 97.6856 99.117
4 2 1 102.079 102.709 98.5472
5 3 1 99.223 102.378 102.362
6 3 1 98.3608 102.119 97.2322
7 4 1 102.538 99.9425 97.2247
8 4 1 101.778 99.1438 102.694
9 5 1 101.068 98.4012 97.2011
10 5 1 101.152 98.53 102.015
11 6 1 100.879 99.4702 100.315
12 6 1 101.309 98.5911 100.958
13 7 1 98.4416 98.0805 98.0215
14 7 1 99.549 97.9993 97.6452
15 8 1 99.949 100.984 99.0399
16 8 1 100.445 101.934 98.602
17 9 1 98.2905 100.647 99.8229
18 9 1 99.2863 101.235 100.017
19 10 1 101.015 101.621 101.016
20 10 1 101.884 101.857 100.212
21 11 1 101.364 102.436 102.632
22 11 1 102.162 102.862 101.902
23 12 1 101.394 100.908 100.353
24 12 1 100.26 100.703 100.044
25 13 1 97.1026 102.036 101.167
26 13 1 102.503 101.088 100.647
27 14 1 98.6844 99.7395 100.3
28 14 1 97.5214 100.038 100.329
29 15 1 97.9893 100.817 97.4059
30 15 1 97.2384 100.103 98.1087
31 16 1 97.8778 101.271 101.687
32 16 1 98.0788 102.165 100.942
33 17 1 98.6469 98.0749 100.533
34 17 1 98.1331 98.953 99.8272
35 18 1 100.438 99.9256 99.3517
36 18 1 100.99 101.017 99.284
37 19 1 100.32 102.361 102.297
38 19 1 99.5686 101.686 101.712
39 20 1 102.901 97.5858 99.0011
40 20 1 97.9517 97.871 99.7348
41 21 1 101.742 100.499 97.6337
42 21 1 101.938 99.4649 98.1907
43 22 1 102.51 101.91 98.0568
44 22 1 101.327 102.055 98.0733
45 23 1 97.3154 98.1864 97.1697
46 23 1 102.663 97.4527 97.9167
47 24 1 102.273 102.795 100.838
48 24 1 101.624 97.7267 101.504
49 25 1 97.5517 99.6734 101.83
50 25 1 97.7101 99.8295 97.1135
51 26 1 101.208 102.613 100.549
52 26 1 100.113 102.769 100.106
53 27 1 102.692 99.5036 100.947
54 27 1 97.1658 100.502 101.25
55 28 1 97.4423 102.954 100.638
56 28 1 97.5907 102.757 99.5059
57 29 1 97.5884 101.682 102.646
58 29 1 97.9476 102.946 102.684
59 30 1 98.3751 98.0583 102.895
60 30 1 98.3621 99.1777 102.363
61 31 1 99.8777 99.6851 101.259
62 31 1 99.2675 100.624 101.759
63 32 1 102.831 97.6308 101.354
64 32 1 98.1063 97.3657 101.384
65 33 1 98.3455 99.9801 97.9988
66 33 1 99.4988 99.7452 97.7282
67 34 1 100.97 102.928 98.5571
68 34 1 100.513 97.9069 97.9748
69 35 1 99.2457 102.208 100.369
70 35 1 99.9716 101.345 100.837
71 36 1 100.972 97.1633 99.5858
72 36 1 99.97 102.933 99.0358
73 37 1 100.218 98.2866 101.569
74 37 1 99.2651 98.8001 100.965
