ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7039065308645348e+01 1.0296093469135479e+02
9.7039065308645348e+01 1.0296093469135479e+02
9.7039065308645348e+01 1.0296093469135479e+02
ITEM: ATOMS id mol type x y z
1 1 1 100.859 100.263 101.911
2 1 1 100.033 99.4377 102.269
3 2 1 97.2809 101.298 97.8217
4 2 1 97.4867 102.455 97.6948
5 3 1 98.8582 102.012 99.0809
6 3 1 98.5512 102.691 98.1631
7 4 1 98.0142 102.63 99.4491
8 4 1 98.7706 97.5169 99.0706
9 5 1 98.7215 100.33 101.046
10 5 1 99.8066 100.291 101.608
11 6 1 99.5777 102.775 98.7012
12 6 1 99.9273 101.851 99.3879
13 7 1 97.3401 97.0918 100.318
14 7 1 98.467 97.3524 100.362
15 8 1 99.5964 101.94 100.398
16 8 1 100.683 101.538 100.069
17 9 1 100.87 102.479 99.0965
18 9 1 100.883 97.7842 98.9169
19 10 1 101.718 97.3071 98.4732
20 10 1 101.368 102.147 98.1834
21 11 1 102.681 97.0509 98.2997
22 11 1 97.0931 97.3489 97.1341
23 12 1 98.9947 99.6485 101.881
24 12 1 98.248 99.1992 101.133
25 13 1 102.069 102.714 97.4183
26 13 1 101.764 101.555 97.41
27 14 1 99.7955 101.673 101.396
28 14 1 98.9813 100.938 101.836
29 15 1 102.89 99.7983 98.8207
30 15 1 97.9111 100.124 99.472
31 16 1 98.7981 102.402 97.1062
32 16 1 99.5103 102.359 102.084
33 17 1 99.0356 102.639 101.179
34 17 1 98.1789 97.6048 101.381
35 18 1 98.8417 97.8329 98.0749
36 18 1 99.6734 98.5228 97.6082
37 19 1 102.27 100.895 98.1833
38 19 1 101.312 100.3 98.6262
39 20 1 97.5123 100.08 102.746
40 20 1 97.4567 101.222 102.425
41 21 1 102.144 100.439 100.269
42 21 1 101.198 99.9763 100.644
43 22 1 97.5603 98.174 97.8263
44 22 1 97.7964 99.2882 98.2643
45 23 1 100.196 102.775 101.283
46 23 1 99.5658 97.542 100.554
47 24 1 99.2258 101.5 102.702
48 24 1 98.0908 101.659 97.2116
49 25 1 101.445 102.269 100.193
50 25 1 102.196 101.476 99.8839
51 26 1 100.143 101.059 102.221
52 26 1 100.793 101.543 97.1183
53 27 1 101.742 100.523 101.348
54 27 1 102.328 101.261 102.106
55 28 1 100.317 98.6973 99.2587
56 28 1 101.288 99.1997 98.8511
