ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
200
ITEM: BOX BOUNDS pp pp pp
9.7029155495521266e+01 1.0297084450447873e+02
9.7029155495521266e+01 1.0297084450447873e+02
9.7029155495521266e+01 1.0297084450447873e+02
ITEM: ATOMS id mol type x y z
1 1 1 97.2522 98.242 101.183
2 1 1 97.5213 99.3451 100.933
3 2 1 101.804 100.233 98.5753
4 2 1 101.146 99.7678 97.7356
5 3 1 98.2875 101.021 97.5111
6 3 1 98.7235 100.195 98.3115
7 4 1 98.9591 100.224 97.2552
8 4 1 98.0164 100.382 102.614
9 5 1 101.067 98.6234 101.296
10 5 1 99.8701 98.8487 101.518
11 6 1 97.8053 101.662 98.913
12 6 1 97.8336 100.583 99.4233
13 7 1 100.122 98.0779 98.0919
14 7 1 99.2507 97.2702 98.3629
15 8 1 102.787 100.663 100.046
16 8 1 97.3624 101.273 100.936
17 9 1 101.453 99.918 102.692
18 9 1 101.755 101.072 102.697
19 10 1 101.998 99.6061 101.517
20 10 1 102.836 100.304 101.024
21 11 1 102.608 102.366 97.98
22 11 1 97.0696 97.568 98.2863
23 12 1 98.5848 98.6879 101.46
24 12 1 99.4014 98.2398 102.183
25 13 1 102.536 101.67 97.1532
26 13 1 102.845 101.023 102.125
27 14 1 98.9323 101.884 101.61
28 14 1 99.1451 102.522 100.635
29 15 1 102.627 101.784 100.181
30 15 1 101.651 102.224 99.5942
31 16 1 100.608 97.3072 101.371
32 16 1 100.487 102.273 102.058
33 17 1 97.7641 97.4011 102.5
34 17 1 98.5964 98.1414 102.772
35 18 1 101.039 98.3374 99.1742
36 18 1 102.003 98.85 99.5857
37 19 1 97.0967 102.484 102.62
38 19 1 97.3028 97.0858 101.563
39 20 1 102.014 97.9547 98.8656
40 20 1 101.289 98.3183 97.9779
41 21 1 98.9975 98.2121 97.8418
42 21 1 98.2295 97.4106 98.2125
43 22 1 97.5787 102.819 97.5237
44 22 1 97.4632 101.673 97.8285
45 23 1 97.201 97.781 99.3657
46 23 1 97.9081 98.321 98.5912
47 24 1 102.701 97.9805 102.069
48 24 1 102.389 97.4163 101.072
49 25 1 99.0735 101.674 99.4722
50 25 1 99.9291 100.887 99.9109
51 26 1 102.309 102.806 100.179
52 26 1 101.568 101.986 100.62
53 27 1 101.624 97.8169 101.708
54 27 1 101.474 102.61 101.47
55 28 1 98.8832 97.2924 102.134
56 28 1 99.6818 102.635 101.515
57 29 1 102.659 101.841 99.0106
58 29 1 97.5358 102.601 98.5536
59 30 1 100.27 102.651 97.0376
60 30 1 100.234 102.9 98.1736
61 31 1 102.618 99.6076 99.2263
62 31 1 97.1097 98.7143 100.003
63 32 1 98.8387 101.374 102.603
64 32 1 98.9512 100.319 102.077
65 33 1 100.257 98.1296 100.845
66 33 1 101.415 97.5601 100.727
67 34 1 100.422 99.0455 97.9581
68 34 1 101.144 98.9101 97.0821
69 35 1 97.3426 100.072 101.885
70 35 1 97.378 99.4751 102.872
71 36 1 98.3788 102.072 97.5251
72 36 1 98.6164 102.376 98.6766
73 37 1 98.6056 97.1239 97.274
74 37 1 98.1884 102.345 102.368
75 38 1 99.1544 99.5619 101.272
76 38 1 98.9358 100.762 101.079
77 39 1 100.38 101.714 97.7748
78 39 1 99.7295 102.134 98.7411
79 40 1 101.267 98.447 100.223
80 40 1 102.338 97.9144 100.059
81 41 1 100.106 101.514 102.68
82 41 1 101.14 101.951 102.786
83 42 1 98.5315 97.4373 100.382
84 42 1 98.259 102.616 101.221
85 43 1 100.2 99.5603 100.748
86 43 1 101.391 99.3887 100.619
87 44 1 100.132 98.7233 98.9315
88 44 1 101.045 99.3289 99.5929
89 45 1 100.291 99.628 102.964
90 45 1 100.831 99.3829 101.95
91 46 1 100.766 99.7635 98.7281
92 46 1 101.794 99.1456 98.535
93 47 1 99.3891 97.8787 99.9859
94 47 1 100.587 97.7149 99.9237
95 48 1 97.6788 99.7107 98.7679
96 48 1 97.3092 99.0072 97.8568
97 49 1 98.3055 99.4231 102.33
98 49 1 98.2302 100.059 101.362
99 50 1 97.8988 99.9691 97.7234
100 50 1 98.3386 98.9624 97.4098
101 51 1 102.768 99.9451 98.0806
102 51 1 102.552 101.149 98.1092
103 52 1 102.675 100.665 99.0184
104 52 1 97.6504 100.767 98.368
105 53 1 99.8914 102.177 99.8968
106 53 1 99.9626 97.1574 100.538
107 54 1 99.7132 101.233 101.751
108 54 1 99.4685 101.548 100.613
109 55 1 100.743 98.2393 102.233
110 55 1 101.773 98.8058 102.138
111 56 1 102.468 100.038 102.496
112 56 1 102.867 99.0759 101.862
113 57 1 102.138 99.3325 97.3952
114 57 1 102.361 98.3252 97.9382
115 58 1 101.966 102.569 97.1105
116 58 1 102.716 97.4898 97.155
117 59 1 102.491 102.319 101.17
118 59 1 102.261 97.0459 102.12
119 60 1 99.2896 98.7465 100.61
120 60 1 98.0861 98.3798 100.517
121 61 1 100.127 100.67 100.983
122 61 1 99.2782 100.097 100.346
123 62 1 101.104 101.065 100.71
124 62 1 101.232 101.481 101.799
125 63 1 97.3785 101.965 101.733
126 63 1 97.4737 102.359 100.624
127 64 1 100.827 100.852 97.2018
128 64 1 99.7911 100.52 102.645
129 65 1 99.2088 98.9024 99.4854
130 65 1 98.5782 99.8554 99.3918
131 66 1 101.053 100.098 101.276
132 66 1 99.9632 99.9555 101.76
133 67 1 101.814 100.078 99.6477
134 67 1 100.795 100.651 99.2385
135 68 1 97.4679 97.451 100.427
136 68 1 98.1522 97.3832 99.391
137 69 1 97.6371 101.521 99.954
138 69 1 97.8267 100.46 100.486
139 70 1 101.551 101.563 97.7505
140 70 1 101.74 102.405 98.6028
141 71 1 100.967 100.774 98.2346
142 71 1 100.822 101.822 98.6929
143 72 1 101.025 97.4879 98.5928
144 72 1 102.01 97.3334 97.9681
145 73 1 98.8528 98.0628 98.9973
146 73 1 99.9715 97.643 99.0649
147 74 1 98.1587 98.7721 99.5394
148 74 1 97.4728 99.7104 99.8558
149 75 1 101.856 100.606 101.781
150 75 1 101.863 100.362 100.632
151 76 1 99.2912 100.603 99.1247
152 76 1 99.6022 99.5769 98.6302
153 77 1 100.037 101.124 98.633
154 77 1 99.4556 101.148 97.6132
155 78 1 101.527 97.3717 99.5897
156 78 1 100.822 102.635 100.232
157 79 1 101.844 101.106 99.9169
